data,abertura,alta,baixa,fechamento,ajuste_proximo,Volume
41464,24600000000,25000000000,24580000000,24740000000,20163765625,19694950
41465,24900000000,25040000000,24740000000,24960000000,20343072266,17305650
41466,25020000000,26240000000,25020000000,26240000000,21386304688,20788350
41467,26400000000,26480000000,26020000000,26240000000,21386304688,11391300
41470,26300000000,26380000000,25700000000,26260000000,21402605469,9629600
41471,26360000000,26420000000,25800000000,25960000000,21158097656,9300950
41472,26020000000,26600000000,25720000000,26400000000,21516705078,12302300
41473,26500000000,26500000000,25840000000,25840000000,21060294922,15704200
41474,25760000000,25900000000,25280000000,25460000000,20750583984,16271300
41477,25600000000,25780000000,25300000000,25460000000,20750583984,10351150
41478,25460000000,26140000000,25440000000,26140000000,21304802734,11948900
41479,26140000000,26340000000,25900000000,26300000000,21435208984,8772650
41480,26340000000,26440000000,26160000000,26300000000,21435208984,8495650
41481,26280000000,26380000000,25980000000,26060000000,21239599609,13619550
41484,25820000000,26000000000,25580000000,25660000000,20913589844,11821850
41485,25540000000,25900000000,25540000000,25800000000,21027689453,9425350
41486,25600000000,25800000000,25580000000,25600000000,20864689453,12735500
41487,25700000000,25760000000,25480000000,25600000000,20864689453,9058900
41488,25860000000,26000000000,25640000000,25720000000,20962492188,11241350
41491,25660000000,25660000000,25480000000,25480000000,20766882813,8079850
41492,24900000000,25440000000,24900000000,25080000000,20440876953,14493700
41493,24740000000,24800000000,24440000000,24440000000,19919259766,15778100
41494,24260000000,24700000000,24260000000,24340000000,19837753906,17910800
41495,24580000000,24820000000,24400000000,24600000000,20049658203,12080200
41498,24600000000,24960000000,24500000000,24640000000,20082257813,10140600
41499,24880000000,25800000000,24840000000,25800000000,21027689453,20929450
41500,25780000000,26000000000,25700000000,26000000000,21190697266,13005100
41502,25720000000,26020000000,25640000000,25900000000,21109191406,11416600
41505,25720000000,25920000000,25600000000,25720000000,20962492188,6499850
41506,25920000000,26100000000,25380000000,25380000000,20685376953,14230950
41507,25300000000,25640000000,25120000000,25120000000,20473474609,12346050
41508,25000000000,25340000000,24900000000,25100000000,20457173828,11984850
41509,25600000000,26000000000,25420000000,25900000000,21109191406,17203400
41512,26020000000,26100000000,25920000000,26000000000,21190697266,11519650
41513,26140000000,26180000000,25900000000,26080000000,21255902344,9130800
41514,25680000000,26200000000,25680000000,26180000000,21337404297,9492550
41515,26340000000,26960000000,26280000000,26880000000,21907921875,16315000
41516,27200000000,27360000000,27020000000,27360000000,22299138672,17135800
41519,27360000000,27420000000,27000000000,27020000000,22022027344,10081600
41520,27280000000,27280000000,26520000000,26740000000,21793818359,11798500
41521,26600000000,27080000000,26420000000,26800000000,21842716797,10920050
41522,27400000000,27420000000,27160000000,27300000000,22250232422,15100100
41523,27400000000,27500000000,27160000000,27380000000,22315433594,11937950
41526,27420000000,27500000000,27260000000,27460000000,22380636719,9291550
41527,27380000000,27920000000,27360000000,27920000000,22755554688,14717650
41528,27960000000,28040000000,27700000000,28040000000,22853355469,13353000
41529,28100000000,28480000000,27900000000,28200000000,22983757813,21805400
41530,28180000000,28200000000,27920000000,28120000000,22918556641,12281500
41533,28460000000,28500000000,28220000000,28500000000,23228269531,11710700
41534,28400000000,28400000000,27620000000,27720000000,22592544922,17181350
41540,27300000000,27620000000,27060000000,27200000000,22168730469,24362900
41541,26840000000,27580000000,26760000000,27460000000,22380636719,15138900
41542,27340000000,27480000000,27020000000,27280000000,22233931641,11176450
41543,27280000000,27440000000,27120000000,27440000000,22364333984,10374700
41544,27500000000,27540000000,27260000000,27320000000,22266537109,11613250
41547,27320000000,27640000000,27200000000,27340000000,22282837891,11650900
41548,27600000000,27660000000,27200000000,27640000000,22527337891,9773150
41549,27960000000,28500000000,27800000000,28360000000,23114164063,17586350
41551,28760000000,28840000000,28280000000,28360000000,23114164063,15753700
41554,28740000000,28740000000,28500000000,28720000000,23407570313,10228250
41555,28340000000,28660000000,28340000000,28600000000,23309767578,10546000
41557,28420000000,28640000000,28420000000,28600000000,23309767578,13819000
41558,28800000000,28940000000,28720000000,28860000000,23521677734,11254150
41561,28960000000,28980000000,28760000000,28760000000,23440173828,7373700
41562,29000000000,29140000000,28900000000,29140000000,23749878906,10023650
41563,29380000000,29380000000,28900000000,29000000000,23635777344,8010600
41564,29200000000,29360000000,29080000000,29260000000,23847691406,9099350
41565,29440000000,29500000000,29260000000,29440000000,23994388672,7852150
41568,29500000000,29780000000,29080000000,29280000000,23863984375,7126050
41569,29200000000,29200000000,28680000000,29100000000,23717277344,12353250
41570,29280000000,29280000000,28720000000,28840000000,23505373047,8598450
41571,28620000000,28980000000,28580000000,28980000000,23619478516,8915650
41572,29000000000,29040000000,28660000000,28980000000,23619478516,6735300
41575,29300000000,29700000000,29160000000,29640000000,24157390625,11307700
41576,29800000000,29800000000,29560000000,29800000000,24287800781,10334900
41577,29700000000,30000000000,29680000000,30000000000,24450808594,10588400
41578,29960000000,30040000000,29300000000,29300000000,23880287109,12647050
41579,29800000000,30000000000,29360000000,30000000000,24450808594,11357700
41582,29840000000,30040000000,29780000000,29980000000,24434503906,10887800
41583,30040000000,30040000000,29440000000,29700000000,24206298828,8009300
41584,29960000000,29960000000,28980000000,29020000000,23652080078,12218400
41585,29020000000,29080000000,28500000000,28740000000,23423869141,13006800
41586,28220000000,28560000000,28140000000,28200000000,22983757813,13681350
41589,28500000000,28680000000,28180000000,28560000000,23277164063,8563850
41590,28800000000,29320000000,28720000000,29120000000,23733582031,9784900
41591,28900000000,28980000000,28380000000,28380000000,23130462891,9995200
41592,29100000000,29100000000,28480000000,28480000000,23211960938,10132150
41593,28680000000,29240000000,28640000000,29240000000,23831382813,8339250
41596,29400000000,29520000000,29300000000,29480000000,24026994141,6386800
41597,29660000000,29780000000,29540000000,29780000000,24271501953,8183550
41598,29460000000,29740000000,29280000000,29400000000,23961791016,8178150
41599,29440000000,29440000000,28640000000,28800000000,23472773438,9019800
41600,28820000000,29120000000,28620000000,29000000000,23635777344,8574600
41603,29020000000,29440000000,29020000000,29300000000,23880287109,6615300
41604,29160000000,29580000000,29100000000,29580000000,24108488281,8586250
41605,29340000000,29520000000,29200000000,29400000000,23961791016,9351700
41606,29600000000,29880000000,29580000000,29880000000,24353001953,10644900
41607,29980000000,29980000000,29700000000,29880000000,24353001953,6752200
41610,30000000000,30060000000,29340000000,29340000000,23912886719,7487800
41611,29280000000,29560000000,29140000000,29220000000,23815083984,7798600
41612,29000000000,29060000000,28620000000,28640000000,23342373047,10844000
41613,28660000000,28920000000,28440000000,28800000000,23472773438,10479650
41614,29080000000,29080000000,28560000000,28560000000,23277164063,9147450
41617,28800000000,29080000000,28800000000,29080000000,23700982422,6996900
41618,28820000000,29020000000,28620000000,28800000000,23472773438,7755600
41619,28520000000,28880000000,28320000000,28400000000,23146759766,10629150
41620,27920000000,28200000000,27920000000,28200000000,22983757813,14962050
41621,28200000000,28220000000,27800000000,27800000000,22657746094,10053250
41624,27820000000,28080000000,27660000000,28000000000,22820750000,8954400
41625,28340000000,28340000000,27860000000,27900000000,22739244141,7762400
41626,28100000000,28200000000,27880000000,28020000000,22837056641,10899200
41627,28360000000,28680000000,28360000000,28540000000,23260865234,10552400
41628,28260000000,28540000000,28260000000,28540000000,23260865234,8407400
41631,28740000000,28760000000,28580000000,28660000000,23358671875,10639200
41632,28600000000,28640000000,28300000000,28300000000,23065265625,10980350
41634,28160000000,28300000000,28020000000,28160000000,22951156250,12307800
41635,28200000000,28220000000,27900000000,27920000000,22980792969,10510000
41638,27920000000,27940000000,27200000000,27440000000,22585699219,16908100
41641,26960000000,27100000000,26040000000,26180000000,21548603516,31025000
41642,26000000000,26220000000,25740000000,25920000000,21334597656,26496600
41645,26060000000,26400000000,25920000000,26140000000,21515679688,19735800
41646,26000000000,26360000000,25900000000,26080000000,21466296875,19763200
41647,26000000000,26080000000,25740000000,25820000000,21252291016,20474650
41648,26140000000,26140000000,25500000000,25500000000,20988898438,21250950
41649,25500000000,25720000000,25440000000,25440000000,20939515625,18189150
41652,25660000000,25940000000,25460000000,25900000000,21318134766,16449350
41653,25940000000,26600000000,25800000000,26260000000,21614451172,14716650
41654,26600000000,26620000000,25960000000,25980000000,21383984375,11747450
41655,26000000000,26200000000,25860000000,26020000000,21416906250,9752450
41656,26020000000,26300000000,25840000000,25840000000,21268753906,12774250
41659,26100000000,26380000000,25920000000,26320000000,21663841797,8682800
41660,26300000000,26540000000,26220000000,26480000000,21795533203,7562300
41661,26280000000,26560000000,26240000000,26560000000,21861378906,10826500
41662,26320000000,26440000000,25980000000,25980000000,21383984375,10336950
41663,26000000000,26360000000,25820000000,26140000000,21515679688,14001750
41666,25860000000,26080000000,25700000000,25840000000,21268753906,13346300
41667,25460000000,25860000000,25460000000,25660000000,21120595703,11701350
41668,25600000000,25760000000,25540000000,25600000000,21071210938,19181850
41673,25720000000,25760000000,25420000000,25440000000,20939515625,16259200
41674,25260000000,25260000000,24980000000,24980000000,20560896484,16033000
41675,24900000000,25100000000,24680000000,24740000000,20363351563,14926650
41676,24900000000,25340000000,24800000000,25180000000,20725505859,15197450
41677,25500000000,25580000000,25260000000,25500000000,20988898438,9943600
41680,25420000000,25620000000,25240000000,25540000000,21021826172,7799650
41681,25620000000,26300000000,25440000000,26220000000,21581529297,12684000
41682,26620000000,26620000000,26100000000,26140000000,21515679688,10027400
41683,26000000000,26400000000,25800000000,25960000000,21367523438,5838450
41684,25920000000,26160000000,25840000000,26020000000,21416906250,6220750
41687,25840000000,26120000000,25600000000,25700000000,21153519531,9386650
41688,25700000000,25980000000,25640000000,25900000000,21318134766,5910650
41689,26000000000,26000000000,25600000000,25800000000,21235826172,6179750
41690,25800000000,25920000000,25620000000,25720000000,21169982422,9543300
41691,26660000000,26660000000,26000000000,26600000000,21894304688,14346200
41694,26680000000,26900000000,26420000000,26560000000,21861378906,7425050
41695,26640000000,26800000000,26520000000,26680000000,21960150391,8785300
41696,26740000000,26860000000,26500000000,26840000000,22091843750,12918050
41697,26700000000,26840000000,26600000000,26820000000,22075380859,7891350
41698,26740000000,26980000000,26640000000,26980000000,22207078125,14232350
41701,26720000000,26800000000,26420000000,26500000000,21811988281,12104150
41702,26400000000,26580000000,26300000000,26300000000,21647376953,7900150
41703,26700000000,26820000000,26600000000,26600000000,21894304688,7491500
41704,26580000000,26580000000,26200000000,26520000000,21828455078,8616750
41705,26780000000,26780000000,26580000000,26780000000,22042458984,7548650
41708,26400000000,26600000000,26340000000,26400000000,21729681641,8657600
41709,26400000000,26540000000,26180000000,26440000000,21762607422,9079800
41710,26400000000,26400000000,25860000000,25880000000,21301673828,12579250
41711,25880000000,26260000000,25800000000,25800000000,21235826172,11750200
41712,25400000000,25700000000,25400000000,25500000000,20988898438,10836800
41715,25500000000,25520000000,25160000000,25320000000,20840742188,8820000
41716,25400000000,25660000000,25320000000,25560000000,21038285156,11045600
41717,25600000000,25700000000,25360000000,25380000000,20890125000,7638550
41718,25400000000,25440000000,25240000000,25240000000,20774894531,5939400
41719,25380000000,25460000000,25240000000,25460000000,20955978516,8321300
41722,25200000000,25480000000,25180000000,25460000000,20955978516,7073900
41723,25380000000,25400000000,24820000000,24940000000,20527966797,13625000
41724,25380000000,25800000000,24960000000,25700000000,21153519531,17444700
41725,25800000000,26660000000,25700000000,26660000000,21943687500,20877850
41726,26400000000,26760000000,26400000000,26700000000,21976617188,10648700
41729,26900000000,26900000000,26440000000,26860000000,22108308594,13259850
41730,26900000000,26900000000,26620000000,26780000000,22042458984,11081000
41731,27000000000,27140000000,26860000000,27140000000,22338775391,13100050
41732,27020000000,27900000000,27020000000,27800000000,22882015625,19098800
41733,27540000000,27940000000,27540000000,27600000000,22717398438,18400350
41736,27940000000,27940000000,27480000000,27940000000,22997251953,10761750
41737,27740000000,27980000000,27500000000,27880000000,22947867188,10608200
41738,27880000000,27900000000,27280000000,27420000000,22569238281,16061600
41739,27380000000,27600000000,27200000000,27600000000,22717398438,9999200
41740,27240000000,27360000000,27180000000,27300000000,22470468750,10659350
41743,27300000000,27720000000,27300000000,27400000000,22552777344,10586000
41744,27720000000,27740000000,27380000000,27400000000,22552777344,10969800
41745,27400000000,27840000000,27260000000,27600000000,22717398438,9308550
41746,27520000000,27600000000,27320000000,27400000000,22552777344,7241650
41747,27400000000,27580000000,27400000000,27560000000,22684476563,9518350
41750,27580000000,27720000000,27500000000,27600000000,22717398438,3299250
41751,27480000000,27680000000,27420000000,27500000000,22635089844,6084300
41752,27880000000,27900000000,27640000000,27780000000,22865552734,9500750
41753,28180000000,28180000000,27980000000,28140000000,23161871094,10546200
41754,28400000000,28560000000,27960000000,27980000000,23030177734,15269800
41757,28080000000,28120000000,27640000000,27760000000,22849097656,9431450
41758,27780000000,27900000000,27020000000,27200000000,22388158203,10909200
41759,27600000000,27620000000,26520000000,26860000000,22108308594,15047300
41761,27080000000,27180000000,26880000000,26920000000,22157689453,14943350
41766,27000000000,27120000000,26800000000,26880000000,22124769531,14189700
41767,27100000000,27100000000,26880000000,27000000000,22223539063,16281900
41768,27120000000,27160000000,26520000000,26700000000,21976617188,13157050
41771,26720000000,27900000000,26640000000,27760000000,22849097656,15944800
41772,27760000000,28500000000,27760000000,28000000000,23046634766,12107400
41773,28180000000,28300000000,28020000000,28300000000,23293568359,11103750
41774,28280000000,28380000000,28060000000,28200000000,23211253906,6806700
41775,28000000000,28740000000,27980000000,28560000000,23507564453,15856500
41778,28560000000,29000000000,28160000000,28960000000,23836808594,19281050
41779,28900000000,29080000000,28700000000,29020000000,23886191406,16007300
41780,28700000000,29000000000,28700000000,28820000000,23721578125,10842500
41781,28820000000,28960000000,28520000000,28520000000,23474644531,9540000
41782,28100000000,28560000000,28100000000,28560000000,23507564453,8511650
41785,28400000000,28640000000,28300000000,28440000000,23408791016,3735600
41786,28340000000,28460000000,28060000000,28140000000,23161871094,4748400
41787,28380000000,28700000000,28180000000,28660000000,23589880859,9200950
41788,29000000000,29300000000,28800000000,29200000000,24034347656,12521500
41789,29400000000,29640000000,28860000000,28860000000,23754500000,15831050
41792,28860000000,29160000000,28780000000,29100000000,23952035156,7439450
41793,29680000000,29900000000,29300000000,29400000000,24198966797,17234250
41795,29320000000,29600000000,29000000000,29140000000,23984958984,13507050
41799,29400000000,29460000000,28040000000,28180000000,23194792969,22269600
41800,28420000000,28760000000,28100000000,28720000000,23639261719,9214100
41801,28240000000,28600000000,28240000000,28440000000,23408791016,8625750
41802,28600000000,28600000000,28020000000,28260000000,23260638672,12943150
41803,28040000000,28080000000,27260000000,27340000000,22503396484,18589050
41806,27600000000,27640000000,27240000000,27480000000,22618626953,15319950
41807,27200000000,27560000000,27020000000,27480000000,22618626953,13476750
41808,27460000000,27520000000,27120000000,27160000000,22355232422,11044350
41809,26900000000,26980000000,26400000000,26460000000,21779070313,22339700
41810,26600000000,26600000000,25920000000,26020000000,21416906250,23902650
41813,26420000000,26640000000,26320000000,26440000000,21762607422,12488250
41814,26800000000,27080000000,26640000000,26900000000,22141230469,11890850
41815,26600000000,26660000000,26360000000,26400000000,21729681641,10231900
41816,26180000000,26860000000,26140000000,26500000000,21811988281,12765300
41817,26140000000,26380000000,26120000000,26220000000,21589677734,8953050
41820,26200000000,26480000000,26180000000,26440000000,21770822266,8881050
41821,26160000000,26280000000,26020000000,26200000000,21573205078,8725400
41822,26340000000,26620000000,26120000000,26600000000,21902566406,11139250
41823,26720000000,26720000000,26320000000,26360000000,21704955078,8543050
41824,26440000000,26520000000,26060000000,26120000000,21507332031,5978850
41827,25820000000,26020000000,25800000000,25840000000,21276779297,9437050
41828,25880000000,26380000000,25740000000,25900000000,21326183594,12073200
41829,25740000000,26160000000,25660000000,26160000000,21540277344,11829900
41830,26160000000,26220000000,26040000000,26120000000,21507332031,8960200
41831,26000000000,26040000000,25640000000,25680000000,21145031250,10779600
41834,25960000000,26000000000,25720000000,25720000000,21177970703,7082150
41835,26000000000,26460000000,25940000000,26400000000,21737888672,11976050
41836,26260000000,26460000000,26220000000,26420000000,21754357422,9114200
41837,26520000000,26700000000,26400000000,26600000000,21902566406,10922700
41838,26300000000,26860000000,26280000000,26860000000,22116654297,9742650
41841,26980000000,27200000000,26860000000,27060000000,22281337891,8059950
41842,26960000000,27160000000,26900000000,26960000000,22198992188,6300950
41843,27080000000,27140000000,26700000000,26760000000,22034314453,6417300
41844,27000000000,27160000000,26620000000,27100000000,22314277344,8051700
41845,26920000000,27100000000,26700000000,27100000000,22314277344,8790150
41848,27100000000,27340000000,26880000000,27160000000,22363675781,8992550
41849,27100000000,27760000000,27060000000,27720000000,22824779297,12809300
41850,27760000000,28160000000,27480000000,27900000000,22972994141,17359450
41851,27480000000,27700000000,26720000000,26860000000,22116654297,24351350
41852,26100000000,26560000000,25840000000,25840000000,21276779297,28231050
41855,26000000000,26340000000,25820000000,26340000000,21688484375,12066750
41856,26020000000,26420000000,26000000000,26320000000,21672013672,8626450
41857,26120000000,26320000000,25900000000,26000000000,21408525391,10830100
41858,26000000000,26040000000,25700000000,25800000000,21243845703,9527250
41859,25680000000,25700000000,24960000000,25000000000,20585125000,20621450
41862,25500000000,25640000000,25140000000,25400000000,20914486328,18619250
41863,25400000000,25880000000,25240000000,25320000000,20848611328,8995700
41864,25500000000,25500000000,24960000000,25280000000,20815675781,12845000
41865,25480000000,25640000000,25080000000,25220000000,20766271484,10447350
41869,25580000000,25600000000,25000000000,25000000000,20585125000,10518950
41870,25280000000,25460000000,25060000000,25080000000,20650990234,10044400
41871,25280000000,25420000000,25020000000,25220000000,20766271484,9430600
41872,25100000000,25220000000,24620000000,24700000000,20338097656,17105400
41873,24900000000,24940000000,24700000000,24940000000,20535714844,8407650
41876,24620000000,24620000000,24420000000,24560000000,20222814453,11577200
41877,24700000000,24700000000,24420000000,24440000000,20124013672,10719450
41878,24460000000,24740000000,24440000000,24600000000,20255761719,12171000
41879,25160000000,25160000000,24720000000,24840000000,20453378906,10311850
41880,24760000000,24760000000,24560000000,24680000000,20321628906,14558250
41883,24720000000,24740000000,24480000000,24520000000,20189882813,5664050
41884,24420000000,24500000000,23880000000,23880000000,19662908203,15899600
41885,24000000000,24000000000,23600000000,23780000000,19580568359,21238750
41886,24200000000,24320000000,24040000000,24200000000,19926402344,12099950
41887,24300000000,24320000000,23900000000,24020000000,19778185547,10770400
41893,24000000000,24140000000,23840000000,23840000000,19629976563,23309200
41894,24000000000,24160000000,24000000000,24020000000,19778185547,10872350
41897,24140000000,24160000000,23920000000,24000000000,19761716797,7161500
41898,24160000000,24300000000,24020000000,24120000000,19860525391,7092400
41899,24140000000,24520000000,24140000000,24520000000,20189882813,7545750
41900,24600000000,24600000000,24080000000,24200000000,19926402344,9476750
41901,24460000000,24460000000,24120000000,24200000000,19926402344,13435050
41904,24080000000,24080000000,23600000000,23760000000,19564101563,16022100
41905,23560000000,23700000000,23220000000,23220000000,19119462891,19541400
41906,23040000000,23220000000,22820000000,23000000000,18938312500,15789200
41907,23240000000,23320000000,22940000000,23120000000,19037121094,19414500
41908,23040000000,23700000000,22960000000,23700000000,19514691406,12413550
41911,23860000000,24000000000,23400000000,23900000000,19679376953,9401000
41912,23700000000,23760000000,23300000000,23680000000,19498230469,12379300
41913,23480000000,23660000000,23120000000,23120000000,19037121094,11929800
41914,23300000000,23300000000,22820000000,22820000000,18790097656,12732750
41918,22900000000,23120000000,22760000000,23020000000,18954779297,21252900
41919,23240000000,23720000000,23240000000,23240000000,19135927734,10149150
41920,22840000000,23020000000,22480000000,22600000000,18608949219,14720550
41922,22000000000,22280000000,21980000000,22100000000,18197246094,21837450
41925,21640000000,22540000000,21560000000,22160000000,18246650391,11344750
41926,22540000000,22920000000,22400000000,22540000000,18559546875,16572550
41927,22560000000,22900000000,22400000000,22500000000,18526609375,14143600
41928,22320000000,22420000000,22080000000,22300000000,18361921875,15148300
41929,22120000000,22300000000,21740000000,21780000000,17933757813,16281750
41932,22300000000,22340000000,22020000000,22120000000,18213716797,9476750
41933,21880000000,22000000000,21620000000,21660000000,17834951172,11766050
41934,21940000000,22080000000,21800000000,22080000000,18180781250,11127700
41935,22260000000,22260000000,21800000000,21880000000,18016099609,8505900
41936,22060000000,22240000000,21840000000,22240000000,18312527344,8378450
41939,22020000000,22220000000,21740000000,21900000000,18032568359,8388600
41940,21800000000,22000000000,21720000000,21820000000,17966687500,6243850
41941,22000000000,22600000000,21800000000,22600000000,18608949219,13726100
41942,22580000000,23660000000,22300000000,23620000000,19448818359,24566950
41943,23960000000,25000000000,23700000000,24880000000,20486320313,38623150
41946,25000000000,25040000000,24320000000,24700000000,20338097656,13475800
41947,24380000000,24840000000,24100000000,24340000000,20041673828,13000300
41948,24300000000,24500000000,23880000000,24040000000,19794650391,10162150
41949,23960000000,24200000000,23860000000,24080000000,19827587891,8570150
41950,24360000000,24360000000,23900000000,24120000000,19860525391,6030200
41953,24520000000,25380000000,24440000000,25360000000,20881548828,19202900
41954,25100000000,25220000000,24540000000,24620000000,20272226563,12141400
41955,24620000000,24680000000,24380000000,24600000000,20255761719,9079600
41956,24560000000,24640000000,23980000000,24000000000,19761716797,11547150
41957,24020000000,24020000000,23600000000,23880000000,19662908203,10621750
41960,23800000000,24400000000,23640000000,24100000000,19844054688,9693950
41961,24400000000,24540000000,24300000000,24400000000,20091080078,10754700
41962,24760000000,24760000000,24240000000,24360000000,20058142578,12502750
41963,24120000000,24400000000,24120000000,24200000000,19926402344,10024150
41964,24380000000,24520000000,24340000000,24460000000,20140484375,12336350
41967,24940000000,24960000000,24200000000,24400000000,20091080078,10284300
41968,24480000000,24480000000,23800000000,23800000000,19597039063,17811050
41969,23800000000,24220000000,23640000000,24020000000,19778185547,12287900
41970,25460000000,26020000000,25280000000,25280000000,20815675781,44377800
41971,25900000000,25920000000,25480000000,25740000000,21194439453,9844550
41974,25880000000,25960000000,25740000000,25900000000,21326183594,12866850
41975,25900000000,25900000000,25320000000,25900000000,21326183594,9222700
41976,26000000000,26020000000,25900000000,25960000000,21375589844,9735500
41977,26040000000,26060000000,25960000000,26000000000,21408525391,8871350
41978,26280000000,26280000000,26000000000,26040000000,21441460938,5637800
41981,26060000000,26420000000,26040000000,26380000000,21721417969,7916550
41982,26380000000,27140000000,26380000000,26980000000,22215458984,13553100
41983,26920000000,26920000000,26340000000,26340000000,21688484375,15977800
41984,26340000000,26380000000,25880000000,26100000000,21490865234,20490850
41985,26060000000,26080000000,25480000000,25720000000,21177970703,14397250
41988,25600000000,25600000000,25200000000,25460000000,20963890625,14337950
41989,25400000000,25780000000,25360000000,25580000000,21062695313,12894750
41990,25580000000,25660000000,25060000000,25320000000,20848611328,13088650
41991,25320000000,25580000000,25040000000,25320000000,20848611328,11808250
41992,25880000000,26560000000,25740000000,26560000000,21869630859,18356500
41995,26900000000,26940000000,26360000000,26900000000,22149591797,17943850
41996,26920000000,26980000000,26740000000,26780000000,22050783203,10976350
41997,26780000000,26860000000,26780000000,26860000000,22116654297,6257000
41999,26860000000,27100000000,26860000000,27040000000,22264865234,11488100
42002,26900000000,26940000000,26580000000,26580000000,22206376953,9637450
42003,26600000000,26700000000,26420000000,26540000000,22172960938,10649100
42006,26800000000,26800000000,26540000000,26600000000,22223089844,8774950
42009,26720000000,26720000000,26260000000,26660000000,22273224609,10139500
42010,26300000000,26340000000,25760000000,25900000000,21638273438,15235500
42011,25880000000,26220000000,25640000000,26140000000,21838781250,14322750
42012,26780000000,26780000000,26200000000,26280000000,21955748047,14477600
42013,26280000000,26440000000,26280000000,26280000000,21955748047,9312400
42016,26260000000,26380000000,26020000000,26320000000,21989166016,8325400
42017,26280000000,26800000000,26000000000,26780000000,22373474609,12293400
42018,26780000000,27100000000,26700000000,26900000000,22473730469,14332250
42019,26900000000,26980000000,26580000000,26680000000,22289929688,14103900
42020,26680000000,26680000000,26260000000,26320000000,21989166016,13568500
42023,26580000000,26980000000,26400000000,26860000000,22440314453,6672950
42024,27000000000,27440000000,26900000000,27440000000,22924876953,13278050
42025,27340000000,27900000000,27200000000,27900000000,23309183594,16612650
42026,27960000000,27980000000,27560000000,27560000000,23025128906,17957700
42027,28000000000,28000000000,27540000000,27720000000,23158800781,12858750
42030,27500000000,27900000000,27280000000,27780000000,23208929688,10153500
42031,27500000000,28000000000,27480000000,28000000000,23392728516,9957200
42032,27720000000,27800000000,27480000000,27560000000,23025128906,10831500
42033,27360000000,27900000000,27140000000,27200000000,22724365234,13702250
42034,27200000000,27540000000,27200000000,27300000000,22807914063,16110000
42037,27300000000,27540000000,27120000000,27360000000,22858042969,10521000
42038,27600000000,27600000000,27180000000,27320000000,22824623047,5654400
42039,27500000000,27620000000,27180000000,27180000000,22707658203,9328900
42040,27180000000,27380000000,26920000000,27160000000,22690947266,6770400
42041,26920000000,27480000000,26720000000,27440000000,22924876953,8005050
42044,27200000000,27980000000,27140000000,27900000000,23309183594,8693500
42045,28000000000,28000000000,27540000000,27560000000,23025128906,6519350
42046,27480000000,27480000000,27080000000,27100000000,22640824219,9973800
42047,26800000000,27160000000,26620000000,26880000000,22457023438,10748200
42048,27200000000,27220000000,26900000000,27220000000,22741076172,6522900
42051,27360000000,27480000000,27220000000,27480000000,22958292969,6226500
42052,27480000000,27540000000,27280000000,27540000000,23008421875,5745000
42058,27560000000,27800000000,27320000000,27340000000,22841335938,15301800
42059,27700000000,27780000000,27280000000,27340000000,22841335938,10863250
42060,27600000000,27700000000,27460000000,27580000000,23041841797,8374250
42061,27580000000,27600000000,27360000000,27500000000,22975005859,8179150
42062,27500000000,27520000000,27140000000,27140000000,22674244141,13009400
42065,27500000000,28460000000,27340000000,28460000000,23777035156,21805600
42066,28700000000,28740000000,28120000000,28360000000,23693494141,13748800
42067,28220000000,28800000000,28200000000,28740000000,24010968750,11603100
42068,28780000000,28860000000,28340000000,28440000000,23760335938,9615600
42069,28280000000,28980000000,28120000000,28840000000,24094513672,11733500
42072,28800000000,28800000000,28400000000,28400000000,23726916016,7814600
42073,28680000000,28860000000,28400000000,28420000000,23743623047,10419850
42074,28380000000,29580000000,28360000000,29480000000,24629201172,21108650
42075,29200000000,29460000000,28940000000,28940000000,24178062500,19153200
42076,29220000000,29580000000,29100000000,29140000000,24345144531,9413100
42079,29160000000,29740000000,29100000000,29400000000,24562369141,8974550
42080,29400000000,30000000000,29200000000,29940000000,25013509766,13661150
42081,29920000000,30120000000,29720000000,30060000000,25113765625,12464350
42082,30200000000,30200000000,29400000000,29400000000,24562369141,13225800
42083,29500000000,29600000000,29200000000,29280000000,24462111328,12704950
42086,29240000000,29480000000,29160000000,29340000000,24512238281,8122900
42087,29100000000,29560000000,29100000000,29520000000,24662621094,9113150
42088,29740000000,29760000000,29440000000,29700000000,24813005859,9369050
42089,29000000000,29120000000,28420000000,28420000000,23743623047,21005950
42090,28300000000,28960000000,28300000000,28420000000,23743623047,16065800
42093,28500000000,28680000000,28240000000,28560000000,23860585938,8955500
42094,28980000000,29040000000,28600000000,28820000000,24077800781,9842650
42095,28740000000,28740000000,28400000000,28460000000,23777035156,7266050
42096,28680000000,28800000000,28460000000,28680000000,23960843750,6903400
42097,28680000000,28800000000,28400000000,28680000000,23960843750,6270150
42100,28860000000,29800000000,28700000000,29400000000,24562369141,10582600
42101,29560000000,29700000000,29240000000,29240000000,24428693359,9526050
42102,29400000000,29700000000,29200000000,29580000000,24712750000,7773400
42103,29400000000,29780000000,29400000000,29660000000,24779589844,9107550
42104,29600000000,29880000000,29560000000,29800000000,24896546875,9960100
42107,29580000000,29820000000,29360000000,29580000000,24712750000,10293300
42108,29700000000,29700000000,29300000000,29480000000,24629201172,9429750
42109,29200000000,29400000000,28540000000,28920000000,24161351563,13551050
42110,29240000000,29540000000,28940000000,29540000000,24679332031,10762350
42111,29540000000,29560000000,28940000000,29000000000,24228183594,10172300
